id,version,url,title,salary_from,salary_to,experience_from,experience_to,description,company_id,source_id,publicated_at
108,1,https://rabota.sber.ru/search/4227315,Data аналитик,,,,,,1,1,2023-11-08
109,1,https://rabota.sber.ru/search/4199311,Senior Python developer / Team Lead,,,,,,1,1,2023-10-12
110,1,https://rabota.sber.ru/search/4198841,Backend developer (java/scala),,,,,,1,1,2023-10-25
111,1,https://rabota.sber.ru/search/4227310,QA Инженер,,,,,,1,1,2023-11-08
112,1,https://rabota.sber.ru/search/4214278,Системный аналитик (SmartPay),,,,,,1,1,2023-10-23
113,1,https://rabota.sber.ru/search/4196973,Middle Python Developer,,,,,,1,1,2023-10-25
114,1,https://rabota.sber.ru/search/4224637,Middle NLP Data Scientist / GigaChat,,,,,,1,1,2023-10-31
115,1,https://rabota.sber.ru/search/4207300,Java разработчик (разработка АБС для Филиала в Индии),,,,,,1,1,2023-10-18
116,1,https://rabota.sber.ru/search/4203229,Владелец Продукта,,,,,,1,1,2023-10-20
117,1,https://rabota.sber.ru/search/4208656,Data Scientist (LLM),,,,,,1,1,2023-10-31
118,1,https://rabota.sber.ru/search/4207952,Стажер на направление Data Scienсe,,,,,,1,1,2023-10-24
119,1,https://rabota.sber.ru/search/4210706,Product owner DMP (Рекламная платформа),,,,,,1,1,2023-10-26
120,1,https://rabota.sber.ru/search/4175204,Team Lead ETL,,,,,,1,1,2023-10-20
121,1,https://rabota.sber.ru/search/4191306,Senior Data Analyst (Департамент по работе с проблемными активами),,,,,,1,1,2023-11-02
122,1,https://rabota.sber.ru/search/4220251,Аналитик данных в Департамент по работе с проблемными активами,,,,,,1,1,2023-10-25
123,1,https://rabota.sber.ru/search/4226433,Data-аналитик,,,,,,1,1,2023-11-08
124,1,https://rabota.sber.ru/search/4223080,Разработчик СУБД (Feature Store),,,,,,1,1,2023-10-24
125,1,https://rabota.sber.ru/search/4209793,Бизнес-аналитик\ Аналитик данных,,,,,,1,1,2023-10-13
126,1,https://rabota.sber.ru/search/4224445,IOS developer OTP,,,,,,1,1,2023-10-30
127,1,https://rabota.sber.ru/search/4201569,Senior Data Scientist в Блок B2C,,,,,,1,1,2023-11-01
128,1,https://rabota.sber.ru/search/4222444,Инженер направления Big Data,,,,,,1,1,2023-10-23
129,1,https://rabota.sber.ru/search/4205462,Senior Android разработчик (ИСУ),,,,,,1,1,2023-10-27
130,1,https://rabota.sber.ru/search/4141493,Java-разработчик (SberMomentum),,,,,,1,1,2023-10-12
131,1,https://rabota.sber.ru/search/4206385,"DevOps Engineer, Middle / Senior",,,,,,1,1,2023-10-20
132,1,https://rabota.sber.ru/search/4225927,Java-разработчик (Аудит),,,,,,1,1,2023-11-02
133,1,https://rabota.sber.ru/search/4193599,Team Lead Data Science,,,,,,1,1,2023-10-24
134,1,https://rabota.sber.ru/search/4152723,Senior/middle Системный аналитик (разработка АБС для Филиала в Индии),,,,,,1,1,2023-11-01
135,1,https://rabota.sber.ru/search/4227458,Support Engineer - Ignite SE (L3),,,,,,1,1,2023-11-09
136,1,https://rabota.sber.ru/search/4087816,Data Scientist в рекомендательные системы,,,,,,1,1,2023-11-09
137,1,https://rabota.sber.ru/search/4207656,Middle Java-разработчик на SmartBridge,,,,,,1,1,2023-11-08
138,1,https://rabota.sber.ru/search/4197608,Java-разработчик,,,,,,1,1,2023-11-01
139,1,https://rabota.sber.ru/search/4224559,Data Scientist (RecSys),,,,,,1,1,2023-11-08
140,1,https://rabota.sber.ru/search/4221941,Старший аналитик данных,,,,,,1,1,2023-10-23
141,1,https://rabota.sber.ru/search/4214783,Менеджер по продажам,,,,,,1,1,2023-10-24
142,1,https://rabota.sber.ru/search/4182350,Менеджер по развитию технобренда/Менеджер по внешним коммуникациям/DevRel Manager,,,,,,1,1,2023-11-02
143,1,https://rabota.sber.ru/search/4220565,Product Owner (Идентификация в СберБизнес),,,,,,1,1,2023-10-28
144,1,https://rabota.sber.ru/search/4223084,Специалист технической поддержки сотрудников банка (первая линия),,,,,,1,1,2023-10-24
145,1,https://rabota.sber.ru/search/4223553,Инженер второй линии поддержки,,,,,,1,1,2023-10-25
146,1,https://rabota.sber.ru/search/4224868,Devops инженер (кластер Метрики производственного процесса),,,,,,1,1,2023-10-31
147,1,https://rabota.sber.ru/search/4222102,ИТ-инженер по сопровождению,,,,,,1,1,2023-10-20
148,1,https://rabota.sber.ru/search/4221707,Ведущий инженер по сопровождению,,,,,,1,1,2023-10-19
149,1,https://rabota.sber.ru/search/4225407,Android-инженер для приложения СберИнвестор,,,,,,1,1,2023-11-01
150,1,https://rabota.sber.ru/search/4198993,Middle / Senior Системный аналитик (КФЮЛ),,,,,,1,1,2023-10-26
151,1,https://rabota.sber.ru/search/4201233,PR Менеджер,,,,,,1,1,2023-10-24
152,1,https://rabota.sber.ru/search/4218186,Инженер по сопровождению,,,,,,1,1,2023-10-12
153,1,https://rabota.sber.ru/search/4226249,Product Owner (SberbusinessAPI),,,,,,1,1,2023-11-09
154,1,https://rabota.sber.ru/search/4201741,Инженер по сопровождению (Забота о клиентах),,,,,,1,1,2023-10-17
155,1,https://rabota.sber.ru/search/4215160,Delivery manager (SberBrowser),,,,,,1,1,2023-10-27
156,1,https://rabota.sber.ru/search/4218760,Product owner (транзакционный бизнес),,,,,,1,1,2023-10-26
157,1,https://rabota.sber.ru/search/4218531,Старший инженер по сопровождению,,,,,,1,1,2023-10-17
158,1,https://rabota.sber.ru/search/4221559,Android разработчик (СберСпасибо),,,,,,1,1,2023-10-23
159,1,https://rabota.sber.ru/search/4186199,Product Owner на платформу smart-контрактов (BlockChain),,,,,,1,1,2023-11-02
160,1,https://rabota.sber.ru/search/4218481,Координатор ИТ-поддержки,,,,,,1,1,2023-10-12
161,1,https://rabota.sber.ru/search/4190184,Ведущий эксперт сетевой инфраструктуры ЦОД,,,,,,1,1,2023-10-19
162,1,https://rabota.sber.ru/search/4156570,Инженер по сопровождению,,,,,,1,1,2023-10-25
163,1,https://rabota.sber.ru/search/4222368,Руководитель проектов (Платформа для Multi Family Office в Private Banking),,,,,,1,1,2023-10-28
164,1,https://rabota.sber.ru/search/4227207,Product Owner (Платформа для управления внутренними коммуникациями Банка),,,,,,1,1,2023-11-09
165,2,https://rabota.sber.ru/search/4218630,Senior UX/UI designer,,,,,,1,1,2023-10-12
166,1,https://rabota.sber.ru/search/4213237,Инженер по сопровождению АС,,,,,,1,1,2023-10-17
167,1,https://rabota.sber.ru/search/4222410,Ведущий инженер по сопровождению (SRE),,,,,,1,1,2023-10-30
168,1,https://rabota.sber.ru/search/4224614,Главный инженер по сопровождению,,,,,,1,1,2023-10-31
169,1,https://rabota.sber.ru/search/4197291,Product Owner сервисы Платёжного счёта,,,,,,1,1,2023-10-30
170,1,https://rabota.sber.ru/search/4222812,Java Developer,,,,,,1,1,2023-10-30
171,1,https://rabota.sber.ru/search/4226308,Java разработчик (Platform V Corax),,,,,,1,1,2023-11-07
172,1,https://rabota.sber.ru/search/4196710,Senior Java Developer,,,,,,1,1,2023-10-26
173,1,https://rabota.sber.ru/search/4197544,Главный инженер по ИТ сопровождению,,,,,,1,1,2023-11-01
174,1,https://rabota.sber.ru/search/4226119,Системный аналитик OPS (Рекламная платформа),,,,,,1,1,2023-11-02
175,1,https://rabota.sber.ru/search/4218097,Аналитик схемотехник,,,,,,1,1,2023-10-17
176,1,https://rabota.sber.ru/search/4225271,UI/UX Дизайнер,,,,,,1,1,2023-11-09
177,3,https://rabota.sber.ru/search/4218630,Senior UX/UI designer,,,,,,1,1,2023-10-12
178,1,https://rabota.sber.ru/search/4217733,Стажёр UX-исследователь в Сбер911,,,,,,1,1,2023-10-26
179,1,https://rabota.sber.ru/search/4070281,UX/UI дизайнер,,,,,,1,1,2023-10-11
